Using GPU for training.
Epoch 290, Score 4.0000, Loss 1441.2830, Time 38.3684
Epoch 291, Score 4.0000, Loss 1500.8047, Time 39.9433
Epoch 292, Score 3.0000, Loss 1522.3165, Time 37.4907
Epoch 293, Score 0.0000, Loss 1509.7417, Time 40.5308
Epoch 294, Score 0.0000, Loss 1491.8409, Time 39.5480
Epoch 295, Score 5.0000, Loss 1461.6583, Time 37.9419
Epoch 296, Score 5.0000, Loss 1470.0055, Time 38.3537
Epoch 297, Score 3.0000, Loss 1477.5569, Time 38.1278
Epoch 298, Score 2.0000, Loss 1486.9279, Time 38.2500
Epoch 299, Score 4.0000, Loss 1428.7722, Time 39.5777
Epoch 300, Score 3.0000, Loss 1475.6049, Time 38.2478
Epoch 301, Score 5.0000, Loss 1457.4409, Time 38.5358
Epoch 302, Score 5.0000, Loss 1483.8510, Time 38.7158
Epoch 303, Score 8.0000, Loss 1400.5859, Time 39.0472
Epoch 304, Score 0.0000, Loss 1435.1378, Time 38.9049
Epoch 305, Score 4.0000, Loss 1486.3972, Time 40.1378
Epoch 306, Score 1.0000, Loss 1473.3063, Time 38.9319
Epoch 307, Score 2.0000, Loss 1474.7476, Time 39.6663
Epoch 308, Score 3.0000, Loss 1437.7913, Time 38.9647
Epoch 309, Score 1.0000, Loss 1452.9358, Time 39.1782
Epoch 310, Score 3.0000, Loss 1448.6887, Time 39.5460
Epoch 311, Score 0.0000, Loss 1417.1761, Time 39.3663
Epoch 312, Score 5.0000, Loss 1467.8925, Time 41.5260
Epoch 313, Score 5.0000, Loss 1437.1775, Time 39.9341
Epoch 314, Score 5.0000, Loss 1447.6014, Time 39.7608
Epoch 315, Score 2.0000, Loss 1448.4553, Time 39.8306
Epoch 316, Score 1.0000, Loss 1415.9762, Time 39.9173
Epoch 317, Score 0.0000, Loss 1436.5228, Time 42.6100
Epoch 318, Score 4.0000, Loss 1415.9543, Time 40.4928
Epoch 319, Score 3.0000, Loss 1428.8864, Time 40.5236
Epoch 320, Score 4.0000, Loss 1430.4454, Time 40.4322
Epoch 321, Score 0.0000, Loss 1420.6591, Time 40.3646
Epoch 322, Score 2.0000, Loss 1435.8625, Time 40.8380
Epoch 323, Score 0.0000, Loss 1471.1686, Time 41.2740
Epoch 324, Score 4.0000, Loss 1466.3015, Time 40.7423
Epoch 325, Score 1.0000, Loss 1442.7892, Time 40.9449
Epoch 326, Score 5.0000, Loss 1428.0319, Time 44.5228
Epoch 327, Score 1.0000, Loss 1449.0018, Time 41.0124
Epoch 328, Score 3.0000, Loss 1452.5770, Time 41.9238
Epoch 329, Score 0.0000, Loss 1411.6533, Time 41.4370
Epoch 330, Score 3.0000, Loss 1425.7806, Time 41.3768
Epoch 331, Score 3.0000, Loss 1441.5894, Time 41.9714
Epoch 332, Score 0.0000, Loss 1432.4918, Time 41.9321
Epoch 333, Score 0.0000, Loss 1376.5184, Time 41.7698
Epoch 334, Score 4.0000, Loss 1382.2360, Time 41.8066
Epoch 335, Score 2.0000, Loss 1390.6703, Time 41.9976
Epoch 336, Score 3.0000, Loss 1423.3918, Time 42.0862
Epoch 337, Score 0.0000, Loss 1414.4044, Time 42.7584
Epoch 338, Score 3.0000, Loss 1404.4279, Time 44.5447
Epoch 339, Score 2.0000, Loss 1431.2678, Time 42.6979
Epoch 340, Score 1.0000, Loss 1424.8688, Time 42.3521
Epoch 341, Score 2.0000, Loss 1410.4712, Time 42.4063
Epoch 342, Score 2.0000, Loss 1404.0040, Time 43.6642
Epoch 343, Score 2.0000, Loss 1434.0197, Time 42.6836
Epoch 344, Score 0.0000, Loss 1435.3319, Time 42.5609
Epoch 345, Score 6.0000, Loss 1424.2195, Time 43.1938
Epoch 346, Score 2.0000, Loss 1388.3890, Time 44.7738
Epoch 347, Score 6.0000, Loss 1373.2372, Time 43.1137
Epoch 348, Score 3.0000, Loss 1404.1353, Time 43.0706
Epoch 349, Score 5.0000, Loss 1380.8444, Time 43.4554
Epoch 350, Score 3.0000, Loss 1393.6478, Time 44.0255
Epoch 351, Score 2.0000, Loss 1368.2212, Time 45.2052
Epoch 352, Score 0.0000, Loss 1394.5396, Time 44.4558
Epoch 353, Score 6.0000, Loss 1415.7850, Time 44.2398
Epoch 354, Score 5.0000, Loss 1382.3903, Time 44.1534
Epoch 355, Score 5.0000, Loss 1402.3499, Time 44.0102
Epoch 356, Score 5.0000, Loss 1433.8894, Time 44.4291
Epoch 357, Score 1.0000, Loss 1408.1310, Time 44.9812
Epoch 358, Score 3.0000, Loss 1384.9712, Time 45.9742
Epoch 359, Score 0.0000, Loss 1427.9602, Time 44.7201
Epoch 360, Score 0.0000, Loss 1389.6178, Time 44.6626
Epoch 361, Score 1.0000, Loss 1386.2722, Time 45.0099
Epoch 362, Score 3.0000, Loss 1386.1802, Time 45.0992
Epoch 363, Score 5.0000, Loss 1364.9719, Time 45.2375
Epoch 364, Score 2.0000, Loss 1388.2650, Time 45.0173
Epoch 365, Score 2.0000, Loss 1388.6390, Time 45.3806
Epoch 366, Score 3.0000, Loss 1387.9091, Time 45.4199
Epoch 367, Score 0.0000, Loss 1422.1151, Time 45.5708
Epoch 368, Score 2.0000, Loss 1357.5972, Time 46.3428
Epoch 369, Score 3.0000, Loss 1390.8350, Time 45.7450
Epoch 370, Score 0.0000, Loss 1384.5149, Time 45.6230
Epoch 371, Score 1.0000, Loss 1389.7574, Time 45.5457
Epoch 372, Score 4.0000, Loss 1403.1797, Time 45.8501
Epoch 373, Score 3.0000, Loss 1380.4943, Time 46.3965
Epoch 374, Score 1.0000, Loss 1384.8806, Time 46.7829
Epoch 375, Score 4.0000, Loss 1394.0721, Time 46.1155
Epoch 376, Score 1.0000, Loss 1370.1753, Time 46.1535
Epoch 377, Score 4.0000, Loss 1372.6050, Time 46.3167
Epoch 378, Score 0.0000, Loss 1374.1168, Time 46.5176
Epoch 379, Score 4.0000, Loss 1403.1334, Time 46.7963
Epoch 380, Score 3.0000, Loss 1387.8988, Time 46.2357
Epoch 381, Score 4.0000, Loss 1406.8821, Time 47.4180
Epoch 382, Score 5.0000, Loss 1406.5913, Time
