Using GPU for training.
Epoch 374, Score -1.0000, Loss 0.0277, Time 1.7326
Epoch 375, Score -2.0000, Loss 0.0349, Time 1.6983
Epoch 376, Score -4.0000, Loss 0.0297, Time 1.7019
Epoch 377, Score -6.0000, Loss 0.0389, Time 1.7049
Epoch 378, Score -8.0000, Loss 0.0300, Time 1.7143
Epoch 379, Score -10.0000, Loss 0.0299, Time 1.7151
Epoch 380, Score -12.0000, Loss 0.0251, Time 1.7117
Epoch 381, Score -14.0000, Loss 0.0372, Time 1.7238
Epoch 382, Score -16.0000, Loss 0.0459, Time 1.7119
Epoch 383, Score -18.0000, Loss 0.0296, Time 1.7179
Epoch 384, Score -20.0000, Loss 0.0380, Time 1.7188
Epoch 385, Score -1.0000, Loss 0.0320, Time 1.7549
Epoch 386, Score -3.0000, Loss 0.0356, Time 1.7273
Epoch 387, Score -5.0000, Loss 0.0370, Time 1.7264
Epoch 388, Score -6.0000, Loss 0.0310, Time 1.7469
Epoch 389, Score -8.0000, Loss 0.0343, Time 1.7406
Epoch 390, Score -11.0000, Loss 0.0369, Time 1.7392
Epoch 391, Score -13.0000, Loss 0.0338, Time 1.7383
Epoch 392, Score -15.0000, Loss 0.0323, Time 1.7402
Epoch 393, Score -16.0000, Loss 0.0305, Time 1.7443
Epoch 394, Score -18.0000, Loss 0.0407, Time 1.7452
Epoch 395, Score -20.0000, Loss 0.0330, Time 1.7385
Epoch 396, Score 0.0000, Loss 0.0399, Time 1.7767
Epoch 397, Score -2.0000, Loss 0.0346, Time 1.7552
Epoch 398, Score -4.0000, Loss 0.0383, Time 1.7583
Epoch 399, Score -6.0000, Loss 0.0353, Time 1.7491
Epoch 400, Score -5.0000, Loss 0.0299, Time 1.7548
Epoch 401, Score -7.0000, Loss 0.0290, Time 1.7593
Epoch 402, Score -10.0000, Loss 0.0271, Time 1.7658
Epoch 403, Score -12.0000, Loss 0.0424, Time 1.7641
Epoch 404, Score -14.0000, Loss 0.0300, Time 1.7673
Epoch 405, Score -16.0000, Loss 0.0385, Time 1.7655
Epoch 406, Score -18.0000, Loss 0.0386, Time 1.7860
Epoch 407, Score 0.0000, Loss 0.0320, Time 1.8239
Epoch 408, Score -2.0000, Loss 0.0330, Time 1.7756
Epoch 409, Score -3.0000, Loss 0.0273, Time 1.7732
Epoch 410, Score -5.0000, Loss 0.0335, Time 1.7749
Epoch 411, Score -7.0000, Loss 0.0310, Time 1.7803
Epoch 412, Score -10.0000, Loss 0.0305, Time 1.7772
Epoch 413, Score -12.0000, Loss 0.0340, Time 1.7846
Epoch 414, Score -14.0000, Loss 0.0354, Time 1.7852
Epoch 415, Score -16.0000, Loss 0.0331, Time 1.7935
Epoch 416, Score -17.0000, Loss 0.0351, Time 1.7957
Epoch 417, Score -20.0000, Loss 0.0330, Time 1.8000
Epoch 418, Score 0.0000, Loss 0.0293, Time 1.8339
Epoch 419, Score -2.0000, Loss 0.0309, Time 1.8054
Epoch 420, Score -4.0000, Loss 0.0351, Time 1.8061
Epoch 421, Score -6.0000, Loss 0.0361, Time 1.8113
Epoch 422, Score -9.0000, Loss 0.0292, Time 1.8099
Epoch 423, Score -11.0000, Loss 0.0341, Time 1.8155
Epoch 424, Score -13.0000, Loss 0.0278, Time 1.8288
Epoch 425, Score -15.0000, Loss 0.0309, Time 1.8192
Epoch 426, Score -17.0000, Loss 0.0304, Time 1.8188
Epoch 427, Score -19.0000, Loss 0.0324, Time 1.8158
Epoch 428, Score -20.0000, Loss 0.0309, Time 1.8232
Epoch 429, Score 0.0000, Loss 0.0309, Time 1.8582
Epoch 430, Score -2.0000, Loss 0.0352, Time 1.8296
Epoch 431, Score -4.0000, Loss 0.0348, Time 1.8332
Epoch 432, Score -6.0000, Loss 0.0334, Time 1.8424
Epoch 433, Score -9.0000, Loss 0.0371, Time 1.8328
Epoch 434, Score -10.0000, Loss 0.0358, Time 1.8329
Epoch 435, Score -11.0000, Loss 0.0360, Time 1.8386
