Using GPU for training.
Epoch 230, Score 0.0000, Loss 0.1483, Time 1.1643
Epoch 231, Score -1.0000, Loss 0.1246, Time 1.1536
Epoch 232, Score -3.0000, Loss 0.2201, Time 1.1517
Epoch 233, Score -5.0000, Loss 0.1752, Time 1.1645
Epoch 234, Score -5.0000, Loss 0.2048, Time 1.1641
Epoch 235, Score -6.0000, Loss 0.2107, Time 1.1637
Epoch 236, Score -6.0000, Loss 0.2998, Time 1.1629
Epoch 237, Score -8.0000, Loss 0.2179, Time 1.1669
Epoch 238, Score -10.0000, Loss 0.2328, Time 1.1646
Epoch 239, Score -12.0000, Loss 0.2303, Time 1.1697
Epoch 240, Score -14.0000, Loss 0.2637, Time 1.1663
Epoch 241, Score -17.0000, Loss 0.1966, Time 1.1788
Epoch 242, Score -19.0000, Loss 0.2355, Time 1.1728
Epoch 243, Score 0.0000, Loss 0.2035, Time 1.1967
Epoch 244, Score 0.0000, Loss 0.2170, Time 1.1854
Epoch 245, Score -2.0000, Loss 0.2109, Time 1.1741
Epoch 246, Score -4.0000, Loss 0.2413, Time 1.1913
Epoch 247, Score -6.0000, Loss 0.1788, Time 1.1889
Epoch 248, Score -8.0000, Loss 0.2002, Time 1.1953
Epoch 249, Score -10.0000, Loss 0.2037, Time 1.1905
Epoch 250, Score -12.0000, Loss 0.1760, Time 1.1971
Epoch 251, Score -14.0000, Loss 0.1813, Time 1.2044
Epoch 252, Score -17.0000, Loss 0.2088, Time 1.2043
Epoch 253, Score -19.0000, Loss 0.1551, Time 1.2028
Epoch 254, Score 0.0000, Loss 0.1537, Time 1.2173
Epoch 255, Score -1.0000, Loss 0.1815, Time 1.2085
Epoch 256, Score -2.0000, Loss 0.2030, Time 1.2107
Epoch 257, Score -5.0000, Loss 0.1836, Time 1.2098
Epoch 258, Score -7.0000, Loss 0.2779, Time 1.2093
Epoch 259, Score -9.0000, Loss 0.1631, Time 1.2177
Epoch 260, Score -11.0000, Loss 0.1963, Time 1.2229
Epoch 261, Score -13.0000, Loss 0.1589, Time 1.2222
Epoch 262, Score -15.0000, Loss 0.2048, Time 1.2247
Epoch 263, Score -17.0000, Loss 0.3126, Time 1.2249
Epoch 264, Score -20.0000, Loss 0.2036, Time 1.2329
Epoch 265, Score 0.0000, Loss 0.1770, Time 1.2463
Epoch 266, Score 1.0000, Loss 0.2218, Time 1.2304
Epoch 267, Score -1.0000, Loss 0.1840, Time 1.2320
Epoch 268, Score -3.0000, Loss 0.1826, Time 1.2349
Epoch 269, Score -5.0000, Loss 0.1925, Time 1.2436
Epoch 270, Score -7.0000, Loss 0.1853, Time 1.2357
Epoch 271, Score -9.0000, Loss 0.1620, Time 1.2512
Epoch 272, Score -11.0000, Loss 0.1331, Time 1.2461
Epoch 273, Score -13.0000, Loss 0.1672, Time 1.2446
Epoch 274, Score -14.0000, Loss 0.1727, Time 1.2564
Epoch 275, Score -16.0000, Loss 0.1739, Time 1.2564
Epoch 276, Score -18.0000, Loss 0.1465, Time 1.2629
Epoch 277, Score 0.0000, Loss 0.1845, Time 1.2763
Epoch 278, Score -1.0000, Loss 0.1834, Time 1.2603
Epoch 279, Score -3.0000, Loss 0.1740, Time 1.2643
Epoch 280, Score -4.0000, Loss 0.1831, Time 1.2617
Epoch 281, Score -5.0000, Loss 0.1653, Time 1.2719
Epoch 282, Score -6.0000, Loss 0.1697, Time 1.2766
Epoch 283, Score -6.0000, Loss 0.1755, Time 1.2875
Epoch 284, Score -8.0000, Loss 0.1416, Time 1.2797
Epoch 285, Score -10.0000, Loss 0.1468, Time 1.2859
Epoch 286, Score -13.0000, Loss 0.1498, Time 1.2742
Epoch 287, Score -15.0000, Loss 0.1436, Time 1.2880
Epoch 288, Score -17.0000, Loss 0.2515, Time 1.2902
Epoch 289, Score -19.0000, Loss 0.1729, Time 1.2876
Epoch 290, Score 0.0000, Loss 0.1601, Time 1.2995
Epoch 291, Score -1.0000, Loss 0.1578, Time 1.2904
Epoch 292, Score -2.0000, Loss 0.1861, Time 1.2979
Epoch 293, Score -4.0000, Loss 0.1402, Time 1.2943
Epoch 294, Score -6.0000, Loss 0.1407, Time 1.2994
Epoch 295, Score -7.0000, Loss 0.1489, Time 1.3034
Epoch 296, Score -8.0000, Loss 0.1343, Time 1.3205
Epoch 297, Score -10.0000, Loss 0.1258, Time 1.3070
Epoch 298, Score -13.0000, Loss 0.1549, Time 1.3121
Epoch 299, Score -15.0000, Loss 0.1507, Time 1.3169
Epoch 300, Score -17.0000, Loss 0.1544, Time 1.3147
Epoch 301, Score -19.0000, Loss 0.1406, Time 1.3126
Epoch 302, Score 0.0000, Loss 0.1513, Time 1.3362
Epoch 303, Score -1.0000, Loss 0.1343, Time 1.3233
Epoch 304, Score 0.0000, Loss 0.1537, Time 1.3268
Epoch 305, Score -2.0000, Loss 0.1410, Time 1.3296
Epoch 306, Score -4.0000, Loss 0.1417, Time 1.3409
Epoch 307, Score -7.0000, Loss 0.1612, Time 1.3342
Epoch 308, Score -9.0000, Loss 0.1315, Time 1.3305
Epoch 309, Score -11.0000, Loss 0.1728, Time 1.3344
Epoch 310, Score -13.0000, Loss 0.1015, Time 1.3415
Epoch 311, Score -15.0000, Loss 0.1158, Time 1.3418
Epoch 312, Score -17.0000, Loss 0.1075, Time 1.3369
Epoch 313, Score -19.0000, Loss 0.1174, Time 1.3490
Epoch 314, Score -1.0000, Loss 0.1529, Time 1.3667
Epoch 315, Score -3.0000, Loss 0.1648, Time 1.3543
Epoch 316, Score -4.0000, Loss 0.2949, Time 1.3531
Epoch 317, Score -4.0000, Loss 0.1185, Time 1.3564
Epoch 318, Score -5.0000, Loss 0.1298, Time 1.3644
Epoch 319, Score -7.0000, Loss 0.0918, Time 1.3681
Epoch 320, Score -9.0000, Loss 0.1155, Time 1.3589
Epoch 321, Score -11.0000, Loss 0.1338, Time 1.3621
Epoch 322, Score -13.0000, Loss 0.1434, Time 1.3717
Epoch 323, Score -15.0000, Loss 0.1336, Time 1.3690
Epoch 324, Score -18.0000, Loss 0.1166, Time 1.3879
Epoch 325, Score 0.0000, Loss 0.1102, Time 1.3842
Epoch 326, Score -1.0000, Loss 0.1410, Time 1.3807
Epoch 327, Score -3.0000, Loss 0.1269, Time 1.3836
Epoch 328, Score -5.0000, Loss 0.0972, Time 1.3885
Epoch 329, Score -7.0000, Loss 0.1071, Time 1.3900
Epoch 330, Score -9.0000, Loss 0.0993, Time 1.3987
Epoch 331, Score -9.0000, Loss 0.0807, Time 1.3844
Epoch 332, Score -12.0000, Loss 0.1367, Time 1.3924
Epoch 333, Score -14.0000, Loss 0.1403, Time 1.4048
Epoch 334, Score -16.0000, Loss 0.1500, Time 1.3995
